gene_symbol	B.fo.Sp#1.1	B.fo.Sp#1.10	B.fo.Sp#1.11	B.fo.Sp#1.12	B.fo.Sp#1.13	B.fo.Sp#1.14	B.fo.Sp#1.15	B.fo.Sp#1.16	B.fo.Sp#1.2	B.fo.Sp#1.3	B.fo.Sp#1.4	B.fo.Sp#1.5	B.fo.Sp#1.6	B.fo.Sp#1.8	B.fo.Sp#1.9	MF.PC#1.1	MF.PC#1.10	MF.PC#1.11	MF.PC#1.12	MF.PC#1.13	MF.PC#1.14	MF.PC#1.15	MF.PC#1.16	MF.PC#1.2	MF.PC#1.3	MF.PC#1.4	MF.PC#1.5	MF.PC#1.6	MF.PC#1.7	MF.PC#1.8	MF.PC#1.9	MF.PC#2.1	MF.PC#2.2	MF.PC#2.3	MF.PC#2.4	MF.PC#2.5	MF.PC#2.6	MF.PC#2.7	MF.PC#2.8	NK.Sp#1.1	NK.Sp#1.10	NK.Sp#1.11	NK.Sp#1.12	NK.Sp#1.13	NK.Sp#1.14	NK.Sp#1.15	NK.Sp#1.16	NK.Sp#1.17	NK.Sp#1.18	NK.Sp#1.2	NK.Sp#1.3	NK.Sp#1.4	NK.Sp#1.5	NK.Sp#1.6	NK.Sp#1.7	NK.Sp#1.8	NK.Sp#1.9	T.4.Nve.#2.1	T.4.Nve.#2.2	T.4.Nve.Sp#1.1	T.4.Nve.Sp#1.10	T.4.Nve.Sp#1.11	T.4.Nve.Sp#1.12	T.4.Nve.Sp#1.13	T.4.Nve.Sp#1.14	T.4.Nve.Sp#1.15	T.4.Nve.Sp#1.16	T.4.Nve.Sp#1.2	T.4.Nve.Sp#1.3	T.4.Nve.Sp#1.4	T.4.Nve.Sp#1.5	T.4.Nve.Sp#1.6	T.4.Nve.Sp#1.7	T.4.Nve.Sp#1.8	T.4.Nve.Sp#1.9	Tgd.Sp#1.1	Tgd.Sp#1.2	Tgd.Sp#1.3	Tgd.Sp#1.4	Tgd.Sp#1.5	Tgd.Sp#1.6	Tgd.Sp#1.7	Tgd.Sp#1.8
Fgd4	1.999608681	5.75916491	4.954897874	4.307941381	1	1	1.704584644	13.03131611	6.920489906	1	1	1	3.281277856	1	3.968993388	612.2812294	663.7497134	650.3496027	634.9255911	599.2664721	568.3791805	541.0373934	627.074735	624.0171762	553.8311138	570.8914084	688.3520072	650.6050264	616.2512762	781.8414169	688.6009061	567.4505678	674.8957086	714.7521192	686.4485649	600.6953982	557.9313049	638.3491004	660.5949263	1.802716349	3.102905288	1	3.937004749	3.879817043	6.340316928	5.591998176	2.516869745	1	826.8670562	6.281553096	3.683085596	5.826365667	2.286664277	2.52129503	1	2.453567179	3.380607179	9.762271616	7.688570787	2.869141844	1	3.723817723	3.184162392	1	3.861287152	1.81393346	4.797357026	1.977934978	1	1	3.039166356	1	2.111865496	1	2.158136512	1.524348987	1.69154498	2.281994037	1	1	1.486038308	1.683642314	11.19442458
Fgd6	66.97417296	64.05893506	101.1907462	68.26147476	90.84667009	91.41853776	75.68597225	68.1748483	62.1783957	61.03918714	70.53573792	82.41997634	94.5323921	57.32165839	94.0284595	364.5335445	344.8253571	333.1328749	291.5492293	379.6406397	316.5648251	370.2301118	364.8353869	376.1591927	429.2494544	342.0302555	421.699066	370.4208791	352.2948927	461.4962202	337.4855498	190.6019572	318.6512811	362.9888971	363.0197514	328.7571508	325.8105761	351.7106161	265.1620958	9.829879835	10.46307379	17.59259284	25.96454037	40.59748435	27.70158464	33.79998697	25.26991592	35.3388534	248.07919	26.4474831	14.41542798	20.30546267	23.51662485	18.49489285	17.42146168	25.71064205	27.18667897	13.74512235	19.7279982	15.95313475	11.80181955	9.171453169	19.56538033	28.38111017	22.93653484	13.20900191	22.26519935	12.73521974	11.29244584	12.05441044	7.117499067	16.81878774	11.00678946	13.51535027	20.68832071	16.73046961	22.43789439	34.33184495	2.446081272	28.98704684	31.6204134	33.13118874	85.61372398
Fgfr1	1.999608681	1	2.318299291	1	1.847610095	1	1.704584644	2.002609676	1	1	1	1.992926541	1	1	1	1344.456518	1686.606208	1857.563106	2108.80259	2371.24762	1926.264185	1573.04067	1300.908292	1307.734267	1309.107424	1389.544939	1418.945032	1351.065395	1361.539888	2175.843562	1281.10807	1577.875905	1771.831675	1330.337758	1877.254651	2233.756137	2768.227664	3186.059393	4519.306276	3.408149046	1	1.87329436	1	3.159862783	10.15482902	1	1	5.682570919	1311.297909	1	9.049256789	3.757923238	1	1.760647515	1	1	1.793535726	1	5.681999551	1.934570922	3.400404344	1	3.184162392	5.107166525	1.953762384	1	1	1.977934978	1	1	58.09665796	1	5.447461983	1	2.158136512	3.097395948	3.074634941	18.94791651	1	9.932036226	6.832459695	11.93827702	64.20543237
Fgfr1op2	434.8301677	501.9021068	462.404752	554.5288578	441.7572495	474.3676389	482.2313118	498.2943993	468.7187026	562.7952511	485.4323075	495.4774173	459.5368491	531.6751813	496.8218958	513.5227021	482.7385923	503.1769515	460.5960536	525.1071001	523.7538517	588.0861057	544.5822249	543.0839571	530.4720527	575.4143561	530.7024643	556.5706208	542.4987573	458.9935234	531.7368696	529.7657067	575.4441392	545.0059132	583.539397	523.4076858	538.9180029	503.4604019	584.4254876	696.1523579	703.370366	705.7485485	644.20404	620.8806186	632.6832023	701.6077217	630.5009442	652.6577862	530.1774777	658.3132899	604.6942591	630.4959791	576.1389319	626.2522574	647.6928005	601.323245	657.2540457	470.9763867	511.3379511	487.9114502	453.4762188	448.6140458	409.4383673	504.8124271	461.6672315	402.269196	477.1885711	479.2102044	477.2595393	460.8634745	514.8699216	486.7298353	465.7597773	460.9391224	555.7473894	723.0285552	657.2761863	692.6357827	588.1089965	563.1228132	658.1237923	670.9694673	686.0653315
Fgl2	1	1	2.318299291	2.102647127	2.69522019	1	1	2.002609676	1	1	1	1	5.562555712	1	1	41.86559751	16.3236928	32.82111376	53.82713259	35.94047334	36.06275834	43.95751993	27.05026637	43.15271828	48.58327271	40.80193963	33.43076312	32.66464678	34.96497581	41.04314958	26.19577788	41.62899083	29.20268384	54.17351031	24.88962827	19.60630114	16.05219743	21.23330477	31.79190074	1289.35974	1360.528268	1265.530233	1310.169867	1151.486909	1136.198798	1194.919526	1268.344672	125.0881293	30.18258149	1318.507427	1275.465658	1129.680085	1266.434317	1183.046238	1355.379601	1200.192923	1424.603093	1	4.344285394	1	1	1	1	5.107166525	1	1	1	5.889674892	1	5.421764178	1	1	1	1	1	124.222012	115.1049218	98.43154678	67.51973852	91.51130043	67.10120988	80.98615068	423.0491774
Fgr	91.96438999	77.14663856	78.7796582	130.0097139	110.3417023	113.7572353	117.9610509	114.2948934	145.0652544	140.3766844	96.03217516	129.0875238	92.25111424	108.6369471	91.05946611	676.9850921	641.721905	648.3607831	756.4279961	572.8828494	638.5046972	642.2944046	678.3069256	658.5824052	630.8295006	608.8841689	700.0631161	679.3910689	773.4605928	766.8252358	687.7881391	553.9075708	700.1296888	729.0680643	708.5005295	646.4955241	642.6989431	646.779644	658.9742999	102.9449763	102.9909064	130.2475653	130.2282089	152.910349	131.4563135	169.591933	122.3495796	45.48442373	434.8477115	158.9664517	137.8373654	118.2117376	122.5897742	118.1397173	142.5373602	105.6568369	108.1273231	16.93140294	5.681999551	12.21485106	4.600606516	1.907939241	11.92081196	1	1.953762384	3.441800381	1	3.933804935	3.807030683	1	15.27416449	6.583101555	1	1	1	65.49492541	60.47286831	48.43377935	59.56629152	37.32361399	53.49213726	51.5895312	977.6258744
Fh1	328.8716474	361.5067419	306.8454356	331.7941381	312.0729049	327.5704834	306.0851508	331.8611931	285.1835155	284.0418822	325.5001103	378.3120855	281.5971763	323.9108414	298.8890033	184.8951888	184.8843135	178.9993551	180.6122508	208.5036274	211.3765501	190.2176473	234.5840551	222.7232982	174.895233	164.7307062	179.3691971	188.1092764	178.5883021	146.1564172	207.4428252	217.0991251	185.0596208	158.4753959	193.9546899	128.3816001	176.8730437	196.5886128	179.268899	100.5368272	120.8656014	128.9376237	105.2636686	109.7130934	137.5595329	116.4559541	151.9285396	125.8685578	167.3407145	130.1579803	111.0065094	132.0013538	141.8897384	123.4642499	124.5519498	110.0175384	110.5079302	113.3163907	120.05656	100.0645177	98.21637593	92.70186335	102.5635512	79.03616397	79.2085155	98.67201526	118.7180678	88.03621308	124.5093501	124.809397	94.80165236	103.3568618	129.9763975	87.56450602	92.49278448	117.4054751	114.4133768	99.0725438	103.6717703	114.7345946	99.66577651	89.18985845	280.3272334
Filip1l	942.6313777	980.1981802	1120.236098	983.4585903	898.6190908	946.6715302	976.1451471	1029.677528	997.6158009	963.7712509	951.3217516	922.4358298	822.2600282	994.7643725	876.8530495	89.54212793	68.99888678	94.47452167	74.95798563	95.12535675	55.18789926	83.84664558	101.7276966	84.46238219	77.99838674	111.3599235	108.2016892	124.7799829	72.81166315	91.09708656	111.5363159	75.19207021	84.12369973	52.1283753	74.50654852	63.97517309	67.54655706	70.13045798	97.42726809	109.3667071	77.756043	81.7797283	73.69086753	84.51469426	78.81604667	63.31997525	66.98383391	143.818413	117.730326	83.10414358	60.02788312	94.7693901	71.76653525	77.06475151	98.74679572	133.2746133	64.48285811	214.4807994	200.9882665	204.7364609	208.6349757	217.9974786	231.4291323	168.024772	170.7697044	192.2743632	168.8431806	231.7926549	196.5564709	197.7685059	246.7195458	200.1306221	191.1289998	193.9449833	174.7204769	119.5028711	142.075176	124.7124245	280.0936855	149.2718014	118.6212705	145.9321705	497.4684768
Fip1l1	308.8794738	313.9150928	292.3441434	317.4597255	372.2532217	366.9291411	361.042753	351.9133866	364.1233809	393.3989731	334.771542	273.0618722	324.9414556	345.1879124	368.1655157	212.1389205	180.0956595	219.7701571	156.8400411	193.5291388	182.6888387	218.8559939	185.9568912	201.646939	193.0633917	197.2959296	202.791415	204.4213672	195.0855761	191.2049605	193.6257858	209.4443877	210.2936011	183.0170161	234.3832915	149.8504091	207.7696594	174.6691993	230.3186292	435.2695446	413.1694364	380.0097523	379.1393614	339.3785026	298.5319431	348.6798619	374.9083921	370.1426741	222.7876193	360.1456105	406.145925	389.1776958	364.4826583	368.3927498	411.536542	381.834601	397.7678632	341.9320229	338.1039677	335.57639	404.2679298	319.6866736	384.3204998	362.4306542	360.5684188	399.8273956	389.0898881	344.2551774	333.1652975	322.6833439	390.4807739	370.4152195	354.5732277	312.8408109	366.9711379	358.6060092	310.8121512	318.2935241	225.1425972	278.4885921	323.7294365	307.2717565	251.7828446
Fis1	313.8775172	262.75407	238.2938725	272.2511933	293.4254828	258.4268957	263.8100722	236.6132739	265.4485491	236.8682352	244.3750827	272.0689456	251.9405642	231.2930032	256.3334314	378.1554103	378.3459351	329.1552357	360.2245016	341.8478828	326.1273956	361.0249289	408.2524976	389.6480625	402.4297916	392.6872696	391.9708665	375.2185529	382.378157	401.4314958	352.1153563	354.8843984	318.6512811	385.4853823	318.9158223	310.1508497	371.7593893	350.0245074	320.2633918	325.2974048	228.1137711	311.456145	304.2457403	316.3399662	252.757798	298.8238817	330.1607347	243.7132593	293.7985676	283.8031612	325.6533571	254.7289379	298.8627802	276.3544005	302.8421052	296.0741374	297.7823617	225.6327814	221.722836	268.2872836	200.2335605	191.6672406	207.403346	229.6322699	200.3363383	241.9243043	212.8925221	219.0795002	213.398655	203.2957111	208.9949683	203.8526898	200.0239238	213.7609546	207.1482992	315.0850433	268.6279074	257.3988073	209.9587438	277.2976539	246.9353838	271.0387138	311.9299496
Fkbp15	370.8552121	371.0250717	379.3518966	379.2079646	391.7482539	417.9890212	413.8866013	377.9812382	379.911354	354.8023528	443.7108648	379.305012	350.035512	442.8121203	430.5143768	669.3227926	606.2858654	519.0875084	595.3052417	618.519386	574.7542275	591.1545	629.6797617	565.8464249	594.4931832	621.5484225	660.4255167	596.8710804	648.2753962	659.2092713	587.8177946	496.7914533	663.0208943	624.7661787	524.7341582	550.6015106	598.3345717	522.0075979	665.4568054	304.4267798	291.2009297	252.9454229	304.9799915	268.822985	265.7271391	279.7998893	263.4184659	281.9542551	637.1802765	245.8720072	242.4777037	276.102843	217.1595986	252.7743275	312.2257976	313.5169435	258.1055753	275.8167007	240.4508342	320.6232552	272.2456909	268.8420761	275.1123802	259.7514911	248.9782199	285.8767112	256.9418636	239.6161347	239.5976081	306.1017283	239.5824636	241.0733669	256.729064	273.2088683	261.5807153	192.3873803	219.5282138	248.4248491	282.9858481	242.1649781	296.5112912	261.4677215	547.4211573
Fkbp1a	239.9064748	144.9647385	197.4265944	137.7282438	161.198308	145.6696604	165.168222	185.4801804	145.0652544	163.9635079	184.1107765	162.8470261	199.4711735	207.5127474	162.3153074	494.7926366	581.3848646	575.7688673	555.6848922	510.8456824	593.8793684	497.0570754	545.4505671	563.3172619	474.2372758	584.4602514	543.3144277	537.3799258	472.6279499	499.0366729	534.1751707	749.9866135	615.5216373	581.8183434	708.5005295	577.7953353	566.645735	670.3851663	612.7864488	297.2023326	288.0465718	314.9493224	313.7910058	286.8218416	264.2013343	349.9918614	314.9920372	319.4148225	670.2538689	323.1747389	266.625474	294.0293441	336.1760442	293.0886458	305.1880283	320.7847794	319.2078263	447.0792823	465.8556697	520.6214325	447.475208	513.9856712	449.8453715	441.8358737	503.6327764	516.2198805	475.6696283	487.0336843	464.1600627	499.553911	522.0070038	515.57586	461.3123153	513.0864151	509.4219289	322.4259291	344.6978552	359.9583302	314.7996361	312.4303298	329.5618962	315.4754642	213.0440312
Fkbp2	51.98004274	47.40185787	56.36857024	44.00323796	53.5518259	48.86863764	36.93381684	51.1304838	40.46993271	31.01959357	58.94644827	43.69584125	51.18811283	32.28981022	20.79328925	264.9236506	212.6585067	196.8987316	249.2875232	245.5833134	256.0018789	221.9243882	195.5086555	203.3330477	223.3436561	247.9529436	225.3127782	217.8548537	234.8731192	266.285866	252.9577788	297.1794549	235.5275814	191.1975561	199.467681	221.4131058	234.7051706	237.0552224	233.5598819	62.80915884	45.16101104	65.18713546	63.41135091	51.39679826	52.11446203	72.5039716	48.78139697	45.48442373	200.4143069	60.53750763	68.0771399	52.71106072	40.88659259	51.20273599	45.57253885	40.24631384	57.34103657	22.50739397	31.76742562	15.01856383	25.00404344	28.23817723	33.76243588	21.53583262	28.65910914	32.74340496	23.78414216	16.64695965	17.8421841	33.05779029	28.5287458	25.19344007	28.7966374	19.7730254	18.37204769	33.5096372	36.268794	44.58779724	21.96817845	33.7507995	32.59249001	40.65125419	81.53595415
Fkbp3	291.8861262	248.4765753	217.2010838	227.0426611	239.1784367	241.4069357	282.1292729	242.6289319	281.2365222	234.7239785	177.1572027	275.0477252	254.221842	194.9968234	224.6641686	171.273323	154.236928	172.0384865	148.9159713	127.9266174	147.6260803	138.0549445	160.7749671	132.516481	161.9179768	136.6884306	130.7230525	174.6757899	131.037336	173.6860826	141.6086959	145.2623587	134.5916603	133.9337758	186.604035	144.1253934	129.3397886	140.9470247	167.1142013	235.3931738	244.9370134	225.8732977	185.297048	198.2674675	213.8497747	181.3999284	221.7045479	271.0282563	126.4851004	234.3486186	194.1821629	209.9126853	195.929638	213.2206567	226.9905917	178.3351959	225.5706106	313.2554976	297.3036859	325.2961099	285.4479147	346.0169116	274.020299	326.835211	317.6491115	333.8987853	377.697817	315.8950631	268.6035918	310.5234924	323.1882842	326.680924	311.2104733	289.896002	280.1108995	274.7101712	271.3940873	311.8835539	293.108417	248.715138	248.879537	236.1729559	129.4497497
Fkbp4	355.8610818	329.3823788	318.7101292	285.4829588	343.4344784	308.4230284	347.6556448	353.918606	291.1040054	331.2155293	302.321531	297.8850357	299.8473991	366.4649833	280.0853785	313.4515476	341.9521647	357.99312	328.5282221	291.9329209	342.065013	290.4518605	304.9197743	290.1676474	347.9253156	285.9457042	327.1093402	327.2418153	329.0046236	343.8694683	335.0472487	562.7399601	254.8241545	307.7702518	353.8314329	297.2695643	324.2261343	307.8717891	338.0902817	265.0936787	267.0175189	257.3118947	289.5607166	304.1007438	271.0674561	279.1438895	238.3901151	371.7035311	372.5915377	259.3159605	285.4070732	255.4184187	227.4529128	270.2692203	269.9991818	281.5384656	252.5508253	310.069217	266.5362603	321.5578262	401.8675254	346.0169116	343.9134955	336.4185995	316.6953492	368.0839907	423.2661013	324.6964779	316.3231134	358.0574573	308.9141197	292.2517978	270.07145	301.3684064	324.120087	398.9808812	361.9864797	334.3184495	473.868576	458.9157239	385.9423399	389.3088341	240.5689775
Fkbp8	372.8544294	328.1925876	375.3969988	367.0788462	408.7004558	456.2839313	291.9934579	345.8977286	454.9042262	380.533433	427.4858593	425.9725594	393.3797912	376.4777226	345.403233	343.2493791	345.7830879	392.7974632	442.1065571	430.2686725	456.8158585	393.7544679	394.3590222	391.3341713	345.3298643	362.8358148	370.3503577	352.1897189	325.1229121	386.4153147	359.4302596	457.3401144	409.1967398	362.9888971	467.7665831	438.9637037	428.0070745	513.5770543	592.5286194	494.6705544	554.0640906	575.6276889	581.0584379	572.6436831	477.8140114	534.3277882	488.673623	415.4075263	414.4199045	463.8561077	583.2295744	528.4528193	585.788914	639.1832651	474.0944913	519.923483	466.0119357	541.0745596	410.3405322	488.8460212	423.4711645	451.3378636	425.8195852	554.0984254	418.7479243	461.6863386	438.4555294	433.2472605	464.1600627	516.1355267	468.9886786	471.8415644	411.278368	444.2519887	392.4501412	457.7079677	588.1216883	514.4386117	464.4690477	686.3849131	527.8655258	548.5974931	365.9603998
Fkbp9	1	1	1	1	1	1	1.704584644	1	2.973496635	1	1	1	1	2.251592409	1	103.1639938	78.57619478	117.3459472	106.6542652	110.8129162	112.563322	115.5533865	118.2261987	98.79430641	131.6377123	125.8333561	110.0033983	113.2655659	110.6583505	111.1186614	111.5363159	131.1305358	173.1848066	76.66999545	131.4741236	114.0690608	109.5342657	97.10819768	108.7716526	2.605432697	3.102905288	1.43664718	1	2.439908522	2.525804837	2.967999218	1	1	121.6213368	4.360988334	1	2.378961619	4.216660693	1	1	2.453567179	2.587071453	1	2.337714157	1	7.00101086	1.907939241	1	1	1	1	1	1.977934978	1	2.105441044	4.058749533	1	1	1	1	1	1	1	1	1	2.944153232	2.367284627	1
Flcn	235.9080401	216.3522122	217.2010838	210.5029542	231.5499459	172.263348	249.7183793	254.660248	265.4485491	264.7435721	244.3750827	231.3589575	210.8775628	213.7707095	217.7365173	333.8843464	277.7842011	278.4403356	315.3214389	332.5779613	373.9402478	274.087091	314.4715386	301.9704085	267.4663272	304.0374949	350.531558	337.7966976	322.2116284	326.3505904	300.9110335	235.9415557	332.0104472	352.7632221	291.3508666	327.3258969	286.1995303	304.4995716	320.2633918	170.3731496	154.512086	173.0389889	175.7517826	168.7493428	152.0546788	170.9039325	172.4062812	220.3004047	311.3081165	129.6778391	156.6189646	160.270067	161.1897025	140.1984953	148.7931551	163.7995241	162.0877525	169.076301	193.6308387	167.3536241	189.431741	173.5084558	186.6538033	210.4654928	187.9374273	170.2981598	196.9436225	160.4034015	148.8369493	156.8671873	196.7599701	156.3963266	156.6611694	158.4848242	171.2460673	199.7282661	172.5031551	145.8653261	158.6228587	211.7960549	167.2251013	175.32879	128.4303072
Fli1	939.6325517	927.8473662	984.4512714	931.6341753	973.2087791	908.3766201	933.8700685	899.3382698	829.8685869	813.673283	860.9252923	944.2802137	902.1047531	1013.538259	950.0882198	889.8267458	811.2402566	802.4943028	814.5378419	791.08254	848.8812472	850.9452157	831.1351549	920.7723129	765.792965	867.5967766	868.5229134	800.2924476	921.9360585	744.3009641	809.7031934	748.2201357	817.3934795	839.5053549	877.5655911	833.9897894	866.8974627	871.0321053	714.075596	697.7577906	592.9678384	662.9571249	653.7493054	701.5154958	648.7041531	649.1277426	630.5009442	534.0326562	840.4855942	674.1579492	612.7435159	589.1271305	662.9887706	592.0231192	717.288519	592.6018419	626.3061524	371.4051183	405.6585326	443.9866169	477.4802623	353.2804255	455.3057775	437.7287072	409.2103004	381.9208595	392.1277737	369.6814869	427.6686638	414.4349506	394.5591066	439.273472	421.2851574	428.6078008	459.6220589	566.2482081	556.3106192	525.335561	432.6552598	518.4626321	554.5976327	476.1314079	197.7523943
Flii	562.7800789	485.2450296	457.1315548	515.9362084	464.642722	537.1287416	557.6218686	656.7067282	474.6391925	451.2939035	538.7430399	514.3430216	523.412629	491.6242242	518.594514	899.1917786	929.0411449	925.8011187	825.1032684	930.8444334	1011.444945	889.8115433	964.8598556	876.0904315	1027.06839	930.0134546	1009.957075	986.4421893	827.8045541	999.5760427	939.7459179	834.7775509	1118.716891	941.7621055	886.7539096	1011.465277	895.4174157	972.1986292	940.9632856	660.0301222	778.0235038	881.2807149	756.5444716	841.9065767	818.8313924	843.9596652	764.7439166	566.8106527	776.283915	747.6195513	797.8764221	811.1399512	815.4584875	700.7957139	824.4190071	740.8656942	865.160406	413.6233361	461.1736702	486.0423084	447.475208	395.9535699	508.8177561	488.383761	465.4822811	467.3838728	484.0238137	452.80596	462.2887089	413.3295096	435.3424337	469.9805306	444.6343328	562.1048704	478.1522431	594.0387044	573.5992437	529.8225401	547.6187209	577.4140711	587.6482377	524.6700122	507.6629014
Flna	1527.402456	1121.783336	1114.962901	1048.514771	1033.389096	1144.528566	1443.284766	1596.151995	1248.249874	1165.331379	1266.55043	1149.816008	1235.17132	1373.996872	1174.742053	3098.271744	3428.718532	3024.005807	3239.303228	3509.308752	3545.526116	4031.847287	3193.894315	2928.084757	2869.838769	2794.372491	3113.452405	3366.088372	3092.783227	3354.613778	3250.44258	3728.268289	4152.731931	3545.218976	3626.710506	3345.840443	2946.477371	3238.328764	3573.670799	2571.297748	2427.752702	2346.668651	2326.37351	2592.115385	2198.921867	2852.630867	2964.963482	1970.8015	2907.585117	1700.219673	1962.335571	1849.49805	2218.565882	1976.401597	2554.146304	3021.512598	2975.965438	1770.182296	1615.620988	2115.933996	1681.283041	1741.519525	1856.445952	1867.022658	2056.357938	1995.136978	2283.971044	1578.40912	1739.48767	1988.582998	2049.342604	1725.247863	1989.015507	2596.892235	1982.571573	2101.542042	1674.538852	1950.271933	1843.307541	2008.921744	1912.588665	2132.596734	936.848176
Flnb	53.97926011	41.45290173	37.91238016	58.33765061	50.16138552	64.82485019	72.16304903	50.12787413	40.46993271	35.30810694	28.81429517	48.66047396	80.84472496	69.83758248	35.6382562	4962.764631	4544.474914	4385.35283	4134.723125	4519.730195	4460.345357	4671.096095	4493.802606	4393.313245	4322.426312	4091.553887	4662.021344	4531.923094	4466.909106	5083.9773	4589.069876	2862.694137	4801.39366	5117.9278	4459.172168	4711.256696	4719.467784	4818.212645	4157.906599	86.8906493	51.4697269	54.27095596	67.08260685	64.35597495	74.23863216	63.97597499	60.91635493	64.2147074	3477.618208	87.90555549	92.22491027	75.46392743	49.89324254	47.39949842	92.49100079	64.95695589	49.40567931	80.65701469	62.53485124	90.71880849	81.41354552	77.26689625	68.70903415	83.1433305	100.191288	113.3228175	64.79559804	91.94795299	125.445027	92.75160669	133.5458131	98.70427721	92.17297066	117.8099358	108.7066957	80.70104603	106.114837	75.35565412	92.10312015	84.96114053	68.5593248	59.10959665	295.6188702
Flot1	48.9812167	34.31415437	47.1404752	60.54294487	50.16138552	37.1674151	62.29886402	31.07829028	34.5494428	41.74087699	61.2643062	35.75242893	42.06300141	34.79299504	40.58657851	221.5039532	251.9254695	239.6583532	217.5912436	224.9042577	316.5648251	206.5824168	241.5307928	261.503799	160.187676	234.3841006	208.1965421	266.791126	227.1096961	256.2750786	209.0683593	198.8455206	244.4336921	262.7772815	291.3508666	234.2943912	221.237415	228.6246787	221.4051842	110.1694234	114.5568855	131.1208596	122.1514459	109.7130934	143.6627522	135.4799466	129.9339283	173.4746955	180.9592525	106.1509207	135.1542798	96.83783253	114.2264564	99.12352944	118.2961549	139.088882	108.1273231	86.23300572	79.92513529	88.84966665	93.41556724	91.79392411	76.35360252	99.5719966	87.79237696	72.62614452	77.70661193	89.01414806	100.1817508	80.5917552	99.89956825	94.9822095	81.0543157	72.96326404	70.48819074	192.9117293	164.2046154	178.5561741	265.6328728	178.4497864	181.3202122	182.8488554	166.1496781
Flot2	24.99060835	41.45290173	68.23326386	64.95353337	55.24704609	28.65743508	65.82178723	47.1200451	60.20489906	24.58682352	72.85359585	52.63218012	44.34427927	32.28981022	34.64859173	274.2886833	284.4883167	335.1216945	349.6590751	296.2113462	291.0646372	352.8425442	287.55293	320.5176046	303.8026445	334.7935392	290.1743045	292.6985643	351.3244648	261.2804723	321.2302092	287.7582396	297.8703562	307.7702518	322.5911498	317.3071194	322.6416925	346.6522899	364.8306166	112.5775725	161.8722545	187.4483459	157.3955029	178.8287024	145.1885571	150.5679406	144.3441909	81.3841341	309.3626111	155.1253222	145.8866222	134.0697962	178.5596703	148.5656179	130.0257703	141.9960164	158.9136095	206.5150979	190.9554104	155.2042021	187.0313366	176.2322735	157.167611	163.9176055	163.1396053	175.1817605	189.3489085	159.4254665	159.1293952	192.2413007	117.2324823	170.3540805	163.3323624	186.6443623	167.7716578	81.22539502	104.0402021	119.5844484	121.0247456	98.06146033	99.66577651	123.3719741	122.3136525
Flt3	2.999217362	1	3.636598583	2.102647127	6.085660571	9.509980025	2.409169288	1	2.973496635	1	10.27143172	1.992926541	3.281277856	1	1	10.36503276	1	6.96645883	1	1	1	1	3.605026637	4.372217462	1.865150413	1	2.801709062	10.59534751	2.940855761	1	1	1	1	1	1	1	1.792220917	1	2.620626355	1	2.051452644	1	3.937004749	3.159862783	1	1	1	1	1	1	1	1.68948081	1	1	1	2.453567179	1	1.796570147	1.668857079	1	1	2.815878482	4.276243588	1	1.953762384	1	1	1	1	1	2.019583178	1	1	3.085891711	3.316273025	1	1.69154498	1	1.723040636	1.595469082	1	1	1999.107217
Flt3l	36.98591252	30.74478069	31.3208837	24.15558967	30.66635333	47.80489014	37.63840148	29.07307093	36.52293944	33.16385025	51.99287448	38.73120855	26.09405642	27.28344058	34.64859173	17.17596568	30.68965479	13.92732747	19.48949641	11.69606327	16.93761743	14.29637522	15.76181761	22.07635914	20.8984595	23.61473843	12.7111089	24.02883402	19.43812973	23.52427164	31.07238006	17.48712671	15.84351781	17.3610801	26.72729198	15.31253934	16.84441835	27.9777397	22.87845579	110.1694234	78.80749564	86.58284728	109.6691757	102.5135508	111.6208507	92.18396378	110.2146216	109.4795596	16.56404346	119.5948741	97.59108146	87.874582	67.26321028	92.27770181	90.92705206	82.39976204	94.63721571	161.9071697	182.9291254	160.8116276	153.4256758	186.2196052	154.9834486	163.9176055	172.6772291	193.9022301	143.7806242	168.2268813	182.5213175	154.6563052	162.0941421	162.9099451	162.2204969	178.3007955	175.8786134	116.3567772	119.2541916	86.89360045	62.45845407	86.74754777	92.37520189	91.9244277	10.17498212
Fmnl1	513.7992535	468.5879524	507.2269279	542.3997394	591.7842363	567.9774191	674.5829195	596.5501476	553.5790579	582.0935612	596.6894882	600.7276306	496.0372948	587.9968397	519.5841785	61.44702965	97.73081077	136.2397335	122.502405	121.5089795	90.2506576	98.16581889	93.91261671	80.24711037	90.97564294	84.22223741	128.0204889	124.7799829	94.16107652	68.57281492	124.5405883	111.1104534	137.5603638	123.7081007	166.3897342	119.7940765	92.89762641	125.7720461	116.8747843	794.0837524	825.3388727	945.9044975	766.8239883	853.4258448	845.5329771	983.03161	1042.33108	733.0419203	103.1390352	806.1967766	749.5808813	781.4922764	896.518337	855.9678069	998.0173163	845.5225311	744.5429756	533.1088581	529.3970922	593.5179644	643.108162	588.436689	612.5654697	652.670422	630.4831735	623.6590973	643.5128088	488.9895542	591.4121204	596.8327229	614.789073	656.0839158	659.2243735	631.9822427	559.221799	730.369441	752.7093936	769.5554249	615.5845407	764.9868319	769.9126031	741.3846256	571.8877762
